experimentId,pairId,precision,recall,fMeasure,executionTime,matcher,truePositives,falsePositives,falseNegatives
exp3,cmt-conference,0.6666666666666666,0.6666666666666666,0.6666666666666666,202,COMA,4,2,2
exp3,cmt-conference,0.8,0.6666666666666666,0.7272727272727272,1642,LogMap,4,1,2
exp3,cmt-conference,0.7142857142857143,0.8333333333333334,0.7692307692307692,171,AML,5,2,1
exp3,cmt-confOf,1.0,0.29411764705882354,0.45454545454545453,130,COMA,5,0,12
exp3,cmt-confOf,1.0,0.29411764705882354,0.45454545454545453,1495,LogMap,5,0,12
exp3,cmt-confOf,1.0,0.35294117647058826,0.5217391304347826,141,AML,6,0,11
exp3,cmt-edas,0.5384615384615384,0.5384615384615384,0.5384615384615384,140,COMA,7,6,6
exp3,cmt-edas,1.0,0.46153846153846156,0.631578947368421,962,LogMap,6,0,7
exp3,cmt-edas,1.0,0.5384615384615384,0.7000000000000001,109,AML,7,0,6
exp3,cmt-ekaw,0.45454545454545453,0.45454545454545453,0.45454545454545453,96,COMA,5,6,6
exp3,cmt-ekaw,1.0,0.45454545454545453,0.625,1494,LogMap,5,0,6
exp3,cmt-ekaw,1.0,0.5454545454545454,0.7058823529411764,142,AML,6,0,5
exp3,cmt-iasted,0.8,1.0,0.888888888888889,234,COMA,4,1,0
exp3,cmt-iasted,1.0,0.25,0.4,1851,LogMap,1,0,3
exp3,cmt-iasted,0.8,1.0,0.888888888888889,117,AML,4,1,0
exp3,cmt-sigkdd,0.8571428571428571,0.5,0.631578947368421,133,COMA,6,1,6
exp3,cmt-sigkdd,1.0,0.4166666666666667,0.5882352941176471,1399,LogMap,5,0,7
exp3,cmt-sigkdd,0.875,0.5833333333333334,0.7000000000000001,78,AML,7,1,5
exp3,conference-confOf,1.0,0.13333333333333333,0.23529411764705882,100,COMA,2,0,13
exp3,conference-confOf,1.0,0.06666666666666667,0.125,1790,LogMap,1,0,14
exp3,conference-confOf,1.0,0.2,0.33333333333333337,89,AML,3,0,12
exp3,conference-edas,0.75,0.17647058823529413,0.2857142857142857,160,COMA,3,1,14
exp3,conference-edas,1.0,0.11764705882352941,0.21052631578947367,2413,LogMap,2,0,15
exp3,conference-edas,0.8,0.23529411764705882,0.3636363636363636,136,AML,4,1,13
exp3,conference-ekaw,0.5,0.08,0.13793103448275865,124,COMA,2,2,23
exp3,conference-ekaw,0.5,0.04,0.07407407407407407,4483,LogMap,1,1,24
exp3,conference-ekaw,0.6,0.12,0.19999999999999998,80,AML,3,2,22
exp3,conference-iasted,0.6666666666666666,0.14285714285714285,0.23529411764705882,126,COMA,2,1,12
exp3,conference-iasted,NaN,0.0,0.0,1461,LogMap,0,0,14
exp3,conference-iasted,1.0,0.14285714285714285,0.25,59,AML,2,0,12
exp3,conference-sigkdd,1.0,0.2,0.33333333333333337,82,COMA,3,0,12
exp3,conference-sigkdd,NaN,0.0,0.0,1845,LogMap,0,0,15
exp3,conference-sigkdd,1.0,0.26666666666666666,0.4210526315789474,50,AML,4,0,11
exp3,edas-ekaw,0.42857142857142855,0.13043478260869565,0.2,80,COMA,3,4,20
exp3,edas-ekaw,0.75,0.13043478260869565,0.22222222222222218,1047,LogMap,3,1,20
exp3,edas-ekaw,0.75,0.13043478260869565,0.22222222222222218,85,AML,3,1,20
exp3,edas-iasted,0.75,0.15789473684210525,0.2608695652173913,82,COMA,3,1,16
exp3,edas-iasted,1.0,0.15789473684210525,0.2727272727272727,1169,LogMap,3,0,16
exp3,edas-iasted,1.0,0.15789473684210525,0.2727272727272727,91,AML,3,0,16
exp3,edas-sigkdd,0.8333333333333334,0.3333333333333333,0.47619047619047616,147,COMA,5,1,10
exp3,edas-sigkdd,1.0,0.3333333333333333,0.5,1371,LogMap,5,0,10
exp3,edas-sigkdd,1.0,0.3333333333333333,0.5,59,AML,5,0,10
exp3,ekaw-iasted,1.0,0.3,0.4615384615384615,90,COMA,3,0,7
exp3,ekaw-iasted,1.0,0.2,0.33333333333333337,1084,LogMap,2,0,8
exp3,ekaw-iasted,1.0,0.3,0.4615384615384615,97,AML,3,0,7
exp3,ekaw-sigkdd,0.7142857142857143,0.45454545454545453,0.5555555555555556,95,COMA,5,2,6
exp3,ekaw-sigkdd,1.0,0.36363636363636365,0.5333333333333333,1038,LogMap,4,0,7
exp3,ekaw-sigkdd,1.0,0.45454545454545453,0.625,72,AML,5,0,6
