experimentId,pairId,precision,recall,fMeasure,executionTime,matcher,truePositives,falsePositives,falseNegatives
exp2,edas-iasted,0.21428571428571427,0.15789473684210525,0.18181818181818182,1795,LogMap,3,11,16
exp2,edas-iasted,0.75,0.15789473684210525,0.2608695652173913,306,AML,3,1,16
exp2,edas-sigkdd,0.8,0.25,0.38095238095238093,188,COMA,4,1,12
exp2,edas-sigkdd,0.125,0.13333333333333333,0.12903225806451615,1159,LogMap,2,14,13
exp2,edas-sigkdd,0.75,0.2,0.31578947368421056,165,AML,3,1,12
exp2,ekaw-iasted,0.22727272727272727,0.5,0.3125,1310,LogMap,5,17,5
exp2,ekaw-iasted,0.875,0.7,0.7777777777777777,575,AML,7,1,3
exp2,ekaw-sigkdd,0.5,0.6363636363636364,0.56,354,COMA,7,7,4
exp2,ekaw-sigkdd,0.23333333333333334,0.6363636363636364,0.34146341463414637,1211,LogMap,7,23,4
exp2,ekaw-sigkdd,0.8,0.7272727272727273,0.761904761904762,430,AML,8,2,3
exp2,iasted-sigkdd,1.0,0.26666666666666666,0.4210526315789474,245,COMA,4,0,11
exp2,iasted-sigkdd,0.0625,0.13333333333333333,0.0851063829787234,876,LogMap,2,30,13
exp2,iasted-sigkdd,1.0,0.2,0.33333333333333337,169,AML,3,0,12
exp3,cmt-Conference,0.5,0.13333333333333333,0.2105263157894737,502,COMA,2,2,13
exp3,cmt-Conference,0.039735099337748346,0.4,0.07228915662650602,3224,LogMap,6,145,9
exp3,cmt-Conference,0.6666666666666666,0.13333333333333333,0.2222222222222222,913,AML,2,1,13
exp3,cmt-confOf,0.0,0.0,0.0,218,COMA,0,4,16
exp3,cmt-confOf,0.0,0.0,0.0,3924,LogMap,0,151,16
exp3,cmt-confOf,0.0,0.0,0.0,228,AML,0,3,16
exp3,cmt-edas,0.75,0.23076923076923078,0.3529411764705882,898,COMA,3,1,10
exp3,cmt-edas,0.046357615894039736,0.5384615384615384,0.08536585365853658,3069,LogMap,7,144,6
exp3,cmt-edas,1.0,0.23076923076923078,0.375,489,AML,3,0,10
exp3,cmt-ekaw,0.4,0.18181818181818182,0.25000000000000006,141,COMA,2,3,9
exp3,cmt-ekaw,0.039735099337748346,0.5454545454545454,0.07407407407407408,4626,LogMap,6,145,5
exp3,cmt-ekaw,0.6666666666666666,0.18181818181818182,0.28571428571428575,476,AML,2,1,9
exp3,cmt-iasted,0.019867549668874173,0.75,0.03870967741935484,1431,LogMap,3,148,1
exp3,cmt-iasted,0.5,0.25,0.3333333333333333,490,AML,1,1,3
exp3,cmt-sigkdd,0.3333333333333333,0.16666666666666666,0.2222222222222222,340,COMA,2,4,10
exp3,cmt-sigkdd,0.059602649006622516,0.75,0.11042944785276074,1182,LogMap,9,142,3
exp3,cmt-sigkdd,0.5,0.16666666666666666,0.25,340,AML,2,2,10
exp3,conference-confOf,0.5384615384615384,0.4666666666666667,0.5,1834,COMA,7,6,8
exp3,conference-confOf,0.052980132450331126,0.5333333333333333,0.09638554216867469,1447,LogMap,8,143,7
exp3,conference-confOf,0.8666666666666667,0.8666666666666667,0.8666666666666667,579,AML,13,2,2
exp3,conference-edas,0.4444444444444444,0.47058823529411764,0.45714285714285713,563,COMA,8,10,9
exp3,conference-edas,0.059602649006622516,0.5294117647058824,0.10714285714285715,1794,LogMap,9,142,8
exp3,conference-edas,0.7333333333333333,0.6470588235294118,0.6875,787,AML,11,4,6
exp3,conference-ekaw,0.4583333333333333,0.44,0.4489795918367347,315,COMA,11,13,14
exp3,conference-ekaw,0.046357615894039736,0.28,0.07954545454545454,1226,LogMap,7,144,18
exp3,conference-ekaw,0.782608695652174,0.72,0.7499999999999999,565,AML,18,5,7
exp3,conference-iasted,0.026490066225165563,0.2857142857142857,0.048484848484848485,2223,LogMap,4,147,10
exp3,conference-iasted,0.8333333333333334,0.35714285714285715,0.5,418,AML,5,1,9
exp3,conference-sigkdd,0.6153846153846154,0.5333333333333333,0.5714285714285715,368,COMA,8,5,7
exp3,conference-sigkdd,0.059602649006622516,0.6,0.10843373493975905,1320,LogMap,9,142,6
exp3,conference-sigkdd,0.8461538461538461,0.7333333333333333,0.7857142857142856,361,AML,11,2,4
exp3,edas-ekaw,0.8,0.17391304347826086,0.2857142857142857,189,COMA,4,1,19
exp3,edas-ekaw,0.07947019867549669,0.5217391304347826,0.13793103448275862,1132,LogMap,12,139,11
exp3,edas-ekaw,1.0,0.08695652173913043,0.16,240,AML,2,0,21
exp3,edas-iasted,0.039735099337748346,0.3157894736842105,0.07058823529411765,1395,LogMap,6,145,13
exp3,edas-iasted,1.0,0.05263157894736842,0.1,188,AML,1,0,18
exp3,edas-sigkdd,1.0,0.13333333333333333,0.23529411764705882,257,COMA,2,0,13
exp3,edas-sigkdd,0.033112582781456956,0.3333333333333333,0.06024096385542169,1184,LogMap,5,146,10
exp3,edas-sigkdd,1.0,0.13333333333333333,0.23529411764705882,139,AML,2,0,13
exp3,ekaw-iasted,0.033112582781456956,0.5,0.06211180124223604,1368,LogMap,5,146,5
exp3,ekaw-iasted,0.875,0.7,0.7777777777777777,458,AML,7,1,3
exp3,ekaw-sigkdd,0.5,0.6363636363636364,0.56,399,COMA,7,7,4
exp3,ekaw-sigkdd,0.046357615894039736,0.6363636363636364,0.08641975308641975,1377,LogMap,7,144,4
exp3,ekaw-sigkdd,0.8,0.7272727272727273,0.761904761904762,382,AML,8,2,3
exp3,iasted-sigkdd,0.08609271523178808,0.8666666666666667,0.1566265060240964,1677,LogMap,13,138,2
exp3,iasted-sigkdd,0.8125,0.8666666666666667,0.8387096774193549,617,AML,13,3,2
