experimentId,pairId,precision,recall,fMeasure,executionTime,matcher,truePositives,falsePositives,falseNegatives
exp2,cmt-Conference,0.0,0.0,0.0,6380,COMA,0,2,15
exp2,cmt-Conference,0.039735099337748346,0.4,0.07228915662650602,4670,LogMap,6,145,9
exp2,cmt-Conference,NaN,0.0,0.0,1937,AML,0,0,15
exp2,cmt-confOf,0.0,0.0,0.0,1798,COMA,0,2,16
exp2,cmt-confOf,0.0,0.0,0.0,7394,LogMap,0,151,16
exp2,cmt-confOf,NaN,0.0,0.0,590,AML,0,0,16
exp2,cmt-edas,0.5,0.15384615384615385,0.23529411764705882,477,COMA,2,2,11
exp2,cmt-edas,0.0457516339869281,0.5384615384615384,0.08433734939759036,7448,LogMap,7,146,6
exp2,cmt-edas,1.0,0.15384615384615385,0.2666666666666667,385,AML,2,0,11
exp2,cmt-ekaw,0.3333333333333333,0.09090909090909091,0.14285714285714288,429,COMA,1,2,10
exp2,cmt-ekaw,0.0392156862745098,0.5454545454545454,0.07317073170731708,1945,LogMap,6,147,5
exp2,cmt-ekaw,1.0,0.09090909090909091,0.16666666666666669,559,AML,1,0,10
exp2,cmt-iasted,0.6666666666666666,0.5,0.5714285714285715,294,COMA,2,1,2
exp2,cmt-iasted,0.01948051948051948,0.75,0.0379746835443038,1674,LogMap,3,151,1
exp2,cmt-iasted,0.2857142857142857,0.5,0.36363636363636365,294,AML,2,5,2
exp2,cmt-sigkdd,0.6666666666666666,0.16666666666666666,0.26666666666666666,239,COMA,2,1,10
exp2,cmt-sigkdd,0.05806451612903226,0.75,0.10778443113772454,1403,LogMap,9,146,3
exp2,cmt-sigkdd,0.2857142857142857,0.16666666666666666,0.2105263157894737,246,AML,2,5,10
exp2,conference-confOf,0.0,0.0,0.0,302,COMA,0,1,15
exp2,conference-confOf,0.05161290322580645,0.5333333333333333,0.09411764705882353,1350,LogMap,8,147,7
exp2,conference-confOf,NaN,0.0,0.0,257,AML,0,0,15
exp2,conference-edas,0.0,0.0,0.0,340,COMA,0,4,17
exp2,conference-edas,0.057692307692307696,0.5294117647058824,0.10404624277456648,1866,LogMap,9,147,8
exp2,conference-edas,0.0,0.0,0.0,311,AML,0,3,17
exp2,conference-ekaw,0.0,0.0,0.0,166,COMA,0,2,25
exp2,conference-ekaw,0.04487179487179487,0.28,0.07734806629834254,1111,LogMap,7,149,18
exp2,conference-ekaw,0.0,0.0,0.0,952,AML,0,1,25
exp2,conference-iasted,0.0,0.0,0.0,313,COMA,0,1,14
exp2,conference-iasted,0.02564102564102564,0.2857142857142857,0.04705882352941176,1822,LogMap,4,152,10
exp2,conference-iasted,NaN,0.0,0.0,220,AML,0,0,14
exp2,conference-sigkdd,0.0,0.0,0.0,288,COMA,0,1,15
exp2,conference-sigkdd,0.057692307692307696,0.6,0.10526315789473685,1277,LogMap,9,147,6
exp2,conference-sigkdd,NaN,0.0,0.0,216,AML,0,0,15
exp2,edas-ekaw,0.25,0.08695652173913043,0.12903225806451613,270,COMA,2,6,21
exp2,edas-ekaw,0.07692307692307693,0.5217391304347826,0.1340782122905028,1131,LogMap,12,144,11
exp2,edas-ekaw,0.6,0.13043478260869565,0.21428571428571427,538,AML,3,2,20
exp2,edas-iasted,0.3333333333333333,0.05263157894736842,0.09090909090909091,245,COMA,1,2,18
exp2,edas-iasted,0.03821656050955414,0.3157894736842105,0.06818181818181818,2402,LogMap,6,151,13
exp2,edas-iasted,0.25,0.05263157894736842,0.08695652173913043,165,AML,1,3,18
exp2,edas-sigkdd,0.6666666666666666,0.13333333333333333,0.2222222222222222,221,COMA,2,1,13
exp2,edas-sigkdd,0.03164556962025317,0.3333333333333333,0.057803468208092484,1251,LogMap,5,153,10
exp2,edas-sigkdd,1.0,0.2,0.33333333333333337,167,AML,3,0,12
exp2,ekaw-iasted,0.3333333333333333,0.1,0.15384615384615383,735,COMA,1,2,9
exp2,ekaw-iasted,0.03164556962025317,0.5,0.059523809523809534,1227,LogMap,5,153,5
exp2,ekaw-iasted,0.6666666666666666,0.2,0.30769230769230765,673,AML,2,1,8
exp2,ekaw-sigkdd,0.3333333333333333,0.09090909090909091,0.14285714285714288,352,COMA,1,2,10
exp2,ekaw-sigkdd,0.04430379746835443,0.6363636363636364,0.08284023668639053,1587,LogMap,7,151,4
exp2,ekaw-sigkdd,0.5,0.09090909090909091,0.15384615384615385,593,AML,1,1,10
exp2,iasted-sigkdd,0.8,0.26666666666666666,0.4,213,COMA,4,1,11
exp2,iasted-sigkdd,0.08176100628930817,0.8666666666666667,0.14942528735632185,1136,LogMap,13,146,2
exp2,iasted-sigkdd,0.5714285714285714,0.25,0.34782608695652173,291,AML,4,3,12
